Component,Parent_Group_Label,Subgroup_Label,Final Mark,Own_History_Expected_Value,Own_History_Delta,Own_History_Direction,Hist_Median,Hist_Effective_Scale,Hist_Robust_SD,Forward_Robust_Z,Forward_Abs_Z,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Level,Chosen_Group_Selected_Peer_Count,Chosen_Group_Reliability,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Chosen_Group_Peer_Score_v2,Chosen_Group_Peer_Direction,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,Rule_Hits,Outlier_Reasons
NWP-Wyoming,Global_G02,Global_G02_S01,-0.3695,-0.99,0.6205,Higher than own-history expected value,-0.99,0.9340379999999998,0.9340379999999998,0.6643198670717896,0.6643198670717896,-2.8580759999999996,0.8780759999999996,-3.7921139999999998,1.8121139999999996,-4.726151999999999,2.7461519999999995,Subgroup,3,0.9979651348936787,True,True,-0.37599440198258116,0.006494401982581167,0.08691297868209318,0.08673612249448653,0.08682450555765192,Higher than peer-implied value,0.03808164781934109,-0.42364496768179577,-0.32834383628336655,-0.4712955333810103,-0.280693270584152,-0.45223530710132454,-0.2997534968638378,0.6699696862930523,In-family,forward_transition,,,0.0799221889905277,,,0.2990679122871541,-0.15450000000000014,-0.2437048101469929,0.08920481014699277,-0.08920481014699277,mild,0.6134695153430215,0.14541033892631797,0.8069306244553127,current-month,0.17611130703325675,26,mild weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction agree; pattern=mild weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.15; transition mean=-0.24; transition delta=+0.09; transition magnitude delta=-0.09; transition degree=mild; transition degree score=0.61; component current-month sd=0.15; component historical month sd=0.81; transition degree scale source=current-month; actual-to-date z=0.08; mark z=0.30; transition z=0.18; pattern years=26
EP-Waha Pool,Global_G09,Global_G09_S01,-0.788,-1.5725000000000002,0.7845000000000002,Higher than own-history expected value,-1.5725000000000002,1.1749605000000003,1.1749605000000003,0.6676820199487558,0.6676820199487558,-3.922421000000001,0.7774210000000004,-5.097381500000001,1.9523815000000009,-6.272342000000002,3.127342000000001,Subgroup,2,0.9974220370471565,False,True,-0.8197,0.03169999999999995,0.8552542830163243,0.8530494691594475,0.0,Higher than peer-implied value,0.06295896555217693,-0.8985003446716868,-0.7408996553283131,-0.9773006893433736,-0.6620993106566264,-0.9457805514746989,-0.6936194485253011,0.6676820199487558,In-family,forward_transition,,,0.7157731622239937,,,0.7068386637047097,-0.05300000000000005,-0.2829998066972956,0.22999980669729553,-0.22999980669729553,very strong,3.1077267009572878,0.07400901972057182,1.2489712402397284,current-month,0.2935963039667281,12,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=2; peer model untrusted; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.05; transition mean=-0.28; transition delta=+0.23; transition magnitude delta=-0.23; transition degree=very strong; transition degree score=3.11; component current-month sd=0.07; component historical month sd=1.25; transition degree scale source=current-month; actual-to-date z=0.72; mark z=0.71; transition z=0.29; pattern years=12
NNG-Demarc,Global_G01,Global_G01_S01,-0.3142,-0.4774999999999998,0.16329999999999983,Higher than own-history expected value,-0.4774999999999998,0.2483355000000003,0.2483355000000003,0.6575781553583746,0.6575781553583746,-0.9741710000000003,0.01917100000000077,-1.2225065000000006,0.2675065000000011,-1.470842000000001,0.5158420000000014,Subgroup,13,0.8375905794002428,True,True,-0.3306470407852169,0.01644704078521692,0.11088419049244859,0.09287555336089691,0.10148118323591457,Higher than peer-implied value,0.09939039254094252,-0.4663966308595766,-0.19489745071085715,-0.6021462209339363,-0.05914786063649741,-0.5478463849041925,-0.1134476966662413,0.665362653712608,In-family,forward_transition,,,0.22117597432148822,,,0.12508495350724075,-0.0842,-0.08143539734902398,-0.002764602650976014,0.002764602650976014,,,0.0731861667256866,0.273220056064478,current-month,-0.013030651245390728,26,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=13; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.08; transition mean=-0.08; transition delta=-0.00; transition magnitude delta=+0.00; component current-month sd=0.07; component historical month sd=0.27; transition degree scale source=current-month; actual-to-date z=0.22; mark z=0.13; transition z=-0.01; pattern years=26
Union-Dawn,Global_G01,Global_G01_S01,-0.2675,-0.38500000000000023,0.11750000000000022,Higher than own-history expected value,-0.38500000000000023,0.17791200000000082,0.17791200000000082,0.6604388686541642,0.6604388686541642,-0.7408240000000019,-0.029175999999998592,-0.9187360000000027,0.1487360000000022,-1.0966480000000036,0.32664800000000305,Subgroup,13,0.8602635573114832,True,False,-0.26528217657415576,-0.0022178234258443054,-0.06228184347563249,0.053578800224264596,0.057766655166971805,Lower than peer-implied value,0.0672101277995726,-0.3558614789305689,-0.1747028742177426,-0.44644078128698206,-0.08412357186132946,-0.4102090603444168,-0.12035529280389473,0.662960395256287,In-family,forward_transition,,,0.4757848514066528,,,-0.08066320486501241,-0.15250000000000025,-0.045954249001444625,-0.10654575099855562,0.10654575099855562,moderate,1.2956344761829024,0.08223442101699271,0.23816729049449173,current-month,-0.6692990167859401,26,moderate stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=13; peer model trusted; history/peer direction disagree; pattern=moderate stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.15; transition mean=-0.05; transition delta=-0.11; transition magnitude delta=+0.11; transition degree=moderate; transition degree score=1.30; component current-month sd=0.08; component historical month sd=0.24; transition degree scale source=current-month; actual-to-date z=0.48; mark z=-0.08; transition z=-0.67; pattern years=26
Katy-Enstor Pool,Global_G13,Global_G13_S01,-0.355,-0.4196,0.06459999999999999,Higher than own-history expected value,-0.4196,0.10422678000000003,0.10422678000000003,0.6198023195190331,0.6198023195190331,-0.62805356,-0.2111464399999999,-0.7322803400000001,-0.10691965999999986,-0.83650712,-0.002692879999999842,Subgroup,3,0.9480519948098248,True,False,-0.34086030957951924,-0.014139690420480746,-0.2409671198993246,0.2284493587041329,0.23462477279644325,Lower than peer-implied value,0.027798980986279406,-0.37654835897302613,-0.30517226018601235,-0.41223640836653297,-0.2694842107925055,-0.3979611886091302,-0.28375943054990826,0.6627244520092466,In-family,forward_transition,,,-0.33112742821098146,,,-0.818587667702993,-0.09559999999999991,0.002357732666849632,-0.09795773266684954,0.09324226733315027,mild,0.8246697342270581,0.1130661930021524,0.18876640757397276,current-month,-1.669094970803274,12,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.10; transition mean=+0.00; transition delta=-0.10; transition magnitude delta=+0.09; transition degree=mild; transition degree score=0.82; component current-month sd=0.11; component historical month sd=0.19; transition degree scale source=current-month; actual-to-date z=-0.33; mark z=-0.82; transition z=-1.67; pattern years=12
PGLC,Global_G01,Global_G01_S02,-0.2658,-0.3700000000000001,0.10420000000000013,Higher than own-history expected value,-0.3700000000000001,0.214977,0.214977,0.48470301474111244,0.48470301474111244,-0.799954,0.059953999999999896,-1.0149310000000002,0.2749309999999999,-1.229908,0.4899079999999999,Subgroup,3,0.9967762517664975,True,True,-0.27026696536398853,0.0044669653639885796,0.4512430526704617,0.44978835867653505,0.45051511853081716,Higher than peer-implied value,0.011118106664686126,-0.2841870542381691,-0.256346876489808,-0.29810714311234965,-0.24242678761562741,-0.2925391075626774,-0.24799482316529964,0.6617407985941015,In-family,forward_transition,,,0.16329342485936132,,,0.09678836225861777,-0.0657999999999998,-0.064360867262256,-0.0014391327377438062,0.0014391327377438062,,,0.07928304778870862,0.16830293976342667,current-month,-0.008768356183069207,12,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.07; transition mean=-0.06; transition delta=-0.00; transition magnitude delta=+0.00; component current-month sd=0.08; component historical month sd=0.17; transition degree scale source=current-month; actual-to-date z=0.16; mark z=0.10; transition z=-0.01; pattern years=12
Waha,Global_G09,Global_G09_S01,-0.8197,-1.5825,0.7628,Higher than own-history expected value,-1.5825,1.156428,1.156428,0.6596173734983933,0.6596173734983933,-3.895356,0.730356,-5.051784,1.886784,-6.208212,3.043212,Subgroup,2,0.997127322996757,False,False,-0.788,-0.03169999999999995,-0.8552542830163243,0.8527974137055783,0.0,Lower than peer-implied value,0.07034736229870732,-0.8760607789290515,-0.6999392210709485,-0.964121557858103,-0.611878442141897,-0.9288972462864824,-0.6471027537135177,0.6596173734983933,In-family,forward_transition,,,0.6309299708964861,,,0.6205791983851445,-0.07720000000000005,-0.28003089823014277,0.20283089823014272,-0.20283089823014272,very strong,2.5764782972036486,0.07872408568326887,0.915373775977963,current-month,0.27792423777004355,26,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=2; peer model untrusted; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.08; transition mean=-0.28; transition delta=+0.20; transition magnitude delta=-0.20; transition degree=very strong; transition degree score=2.58; component current-month sd=0.08; component historical month sd=0.92; transition degree scale source=current-month; actual-to-date z=0.63; mark z=0.62; transition z=0.28; pattern years=26
NGPL-Nipsco,Global_G01,Global_G01_S02,-0.2658,-0.3899999999999999,0.12419999999999992,Higher than own-history expected value,-0.3899999999999999,0.20015100000000066,0.20015100000000066,0.6205314987184651,0.6205314987184651,-0.7903020000000012,0.010302000000001421,-0.9904530000000019,0.2104530000000021,-1.1906040000000027,0.41060400000000274,Subgroup,3,0.9981279248433887,True,False,-0.26360228362799865,-0.002197716372001313,-0.22162651968123984,0.22121161817969837,0.22141897174863276,Lower than peer-implied value,0.007776256959760373,-0.2733317162085051,-0.2538728510474922,-0.28306114878901156,-0.2441434184669857,-0.279169375756809,-0.2480351914991883,0.6588518057590844,In-family,forward_transition,,,0.31471939033556506,,,0.17166397886466078,-0.08079999999999993,-0.07591958526864132,-0.004880414731358612,0.004880414731358612,,,0.08271260484351829,0.15469853221712412,current-month,-0.02902965658113514,10,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction disagree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.08; transition mean=-0.08; transition delta=-0.00; transition magnitude delta=+0.00; component current-month sd=0.08; component historical month sd=0.15; transition degree scale source=current-month; actual-to-date z=0.31; mark z=0.17; transition z=-0.03; pattern years=10
NNG-Ventura,Global_G01,Global_G01_S07,-0.2942,-0.4324999999999999,0.13829999999999987,Higher than own-history expected value,-0.4324999999999999,0.23350949999999995,0.23350949999999995,0.5922671240356383,0.5922671240356383,-0.8995189999999997,0.03451900000000002,-1.1330284999999998,0.2680285,-1.3665379999999998,0.5015379999999999,Parent,33,0.8802159067198098,True,True,-0.3169169259086474,0.02271692590864741,0.2995318580722972,0.26365270604457647,0.2810202571476319,Higher than peer-implied value,0.07618243169910915,-0.41841790643810534,-0.21541594537918946,-0.5199188869675633,-0.11391496484973154,-0.4793184947557801,-0.1545153570615147,0.6555552845800019,In-family,forward_transition,,,0.062256187869008044,,,0.2501308504308829,-0.029199999999999893,-0.08112048905681031,0.05192048905681042,-0.05192048905681042,mild,0.7003096770769042,0.07413932829477207,0.24168121700229497,current-month,0.2821043801438304,26,mild weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; parent peers=33; peer model trusted; history/peer direction agree; pattern=mild weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.03; transition mean=-0.08; transition delta=+0.05; transition magnitude delta=-0.05; transition degree=mild; transition degree score=0.70; component current-month sd=0.07; component historical month sd=0.24; transition degree scale source=current-month; actual-to-date z=0.06; mark z=0.25; transition z=0.28; pattern years=26
Ruby-Rec Pool,Global_G02,Global_G02_S01,-0.3695,-1.0250000000000001,0.6555000000000002,Higher than own-history expected value,-1.0250000000000001,1.0526460000000002,1.0526460000000002,0.6227164687843777,0.6227164687843777,-3.1302920000000007,1.0802920000000003,-4.182938000000001,2.1329380000000002,-5.235584000000001,3.1855840000000004,Subgroup,3,0.9966424285165961,True,False,-0.3584994666151708,-0.011000533384829191,-0.17060335217114397,0.17003053922092104,0.17031670488403744,Lower than peer-implied value,0.06222065763339567,-0.4364061873165972,-0.2805927459137444,-0.5143129080180237,-0.20268602521231793,-0.4831502197374531,-0.23384871349288852,0.6455877790493258,In-family,forward_transition,,,-0.14157129388903114,,,-0.5737252387593851,-0.2345000000000002,-0.18196989992082077,-0.05253010007917944,0.05253010007917944,slight,0.4579670307407757,0.11470279857091545,0.5101550167863035,current-month,-0.07321116896146654,9,slight stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction disagree; pattern=slight stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.23; transition mean=-0.18; transition delta=-0.05; transition magnitude delta=+0.05; transition degree=slight; transition degree score=0.46; component current-month sd=0.11; component historical month sd=0.51; transition degree scale source=current-month; actual-to-date z=-0.14; mark z=-0.57; transition z=-0.07; pattern years=9
NGPL-Nicor,Global_G01,Global_G01_S02,-0.2642,-0.39249999999999985,0.12829999999999986,Higher than own-history expected value,-0.39249999999999985,0.20756399999999983,0.20756399999999983,0.6181226031489081,0.6181226031489081,-0.8076279999999996,0.022627999999999815,-1.0151919999999994,0.23019199999999962,-1.222755999999999,0.4377559999999995,Subgroup,3,0.9977825941272648,True,False,-0.2641359467856767,-6.40532143233337e-05,0.06768175887584015,0.06753168094623181,0.06760667826689187,Lower than peer-implied value,0.009880125295555603,-0.2764998188738199,-0.2517720746975335,-0.2888636909619632,-0.23940820260939025,-0.28391814212670585,-0.24435375144464752,0.6218088255001416,In-family,forward_transition,,,0.26377479468253473,,,0.19255336018647165,-0.07420000000000004,-0.08030202144986032,0.006102021449860273,-0.006102021449860273,,,0.08334147626882231,0.14989447257121133,current-month,0.0347111267626149,10,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=3; peer model trusted; history/peer direction disagree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.07; transition mean=-0.08; transition delta=+0.01; transition magnitude delta=-0.01; component current-month sd=0.08; component historical month sd=0.15; transition degree scale source=current-month; actual-to-date z=0.26; mark z=0.19; transition z=0.03; pattern years=10
EGT-Flex,Global_G01,Global_G01_S01,-0.3325,-0.4142000000000001,0.0817000000000001,Higher than own-history expected value,-0.4142000000000001,0.1438122000000006,0.1438122000000006,0.5681020108168832,0.5681020108168832,-0.7018244000000013,-0.1265755999999989,-0.845636600000002,0.01723660000000171,-0.9894488000000026,0.16104880000000232,Subgroup,13,0.9080604062844915,True,False,-0.31544142275284603,-0.01705857724715395,-0.21012813406873554,0.1908090387942581,0.20023572929246775,Lower than peer-implied value,0.06091981838088168,-0.39535328344707066,-0.2355295620586214,-0.4752651441412953,-0.15561770136439676,-0.4433003998636055,-0.18758244564208662,0.6023572378410277,In-family,forward_transition,,,0.5326806223421349,,,0.041231000160641705,-0.14860000000000007,-0.08017010650460059,-0.06842989349539948,0.06842989349539948,mild,0.748743377799174,0.09139298660181748,0.1639894316365234,current-month,-0.5352979776992937,12,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=13; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.15; transition mean=-0.08; transition delta=-0.07; transition magnitude delta=+0.07; transition degree=mild; transition degree score=0.75; component current-month sd=0.09; component historical month sd=0.16; transition degree scale source=current-month; actual-to-date z=0.53; mark z=0.04; transition z=-0.54; pattern years=12
Gulf S. Pool 16,Global_G01,Global_G01_S01,-0.3433,-0.4093,0.066,Higher than own-history expected value,-0.4093,0.10986065999999975,0.10986065999999975,0.6007610003435274,0.6007610003435274,-0.6290213199999994,-0.1895786800000005,-0.7388819799999993,-0.07971802000000072,-0.848742639999999,0.030142639999999,Subgroup,13,0.8953862826567421,True,False,-0.340786932510504,-0.0025130674894960217,-0.011568617805884737,0.010358381692687732,0.010946787605968145,Lower than peer-implied value,0.05797093546057984,-0.4173668868693776,-0.2642069781516304,-0.49394684122825117,-0.18762702379275684,-0.46331485948470175,-0.21825900553630628,0.6008607257032581,In-family,forward_transition,,,0.2761173875697571,,,-0.20956176117508454,-0.12259999999999988,-0.02699657789091985,-0.09560342210908003,0.09560342210908003,mild,0.931837256821615,0.10259669422874529,0.2228710253523793,current-month,-1.1284729441264567,10,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; subgroup peers=13; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.12; transition mean=-0.03; transition delta=-0.10; transition magnitude delta=+0.10; transition degree=mild; transition degree score=0.93; component current-month sd=0.10; component historical month sd=0.22; transition degree scale source=current-month; actual-to-date z=0.28; mark z=-0.21; transition z=-1.13; pattern years=10
Michcon,Global_G01,Global_G01_S01,-0.2767,-0.38749999999999996,0.11079999999999995,Higher than own-history expected value,-0.38749999999999996,0.2038574999999999,0.2038574999999999,0.5435169174545945,0.5435169174545945,-0.7952149999999998,0.020214999999999872,-0.9990724999999997,0.22407249999999979,-1.2029299999999996,0.4279299999999997,Subgroup,13,0.9018264092582212,True,True,-0.2890488238042933,0.012348823804293262,0.2658277293729605,0.23973046666168316,0.25244208368296167,Higher than peer-implied value,0.054089401087034764,-0.36024566262142715,-0.21785198498715946,-0.431442501438561,-0.1466551461700256,-0.40296376591170746,-0.17513388169687916,0.5992809401053398,In-family,forward_transition,,,0.27962514830599194,,,-0.11182665142992507,-0.09285000000000015,-0.02269424781385898,-0.07015575218614117,0.07015575218614117,mild,0.793550002960158,0.08840747517414288,0.2044089874017023,current-month,-0.4571473252277512,26,mild stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=13; peer model trusted; history/peer direction agree; pattern=mild stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.09; transition mean=-0.02; transition delta=-0.07; transition magnitude delta=+0.07; transition degree=mild; transition degree score=0.79; component current-month sd=0.09; component historical month sd=0.20; transition degree scale source=current-month; actual-to-date z=0.28; mark z=-0.11; transition z=-0.46; pattern years=26
Socal-Border,Global_G11,Global_G11_S01,0.1,-0.585,0.6849999999999999,Higher than own-history expected value,-0.585,1.149015,1.149015,0.5961628003115712,0.5961628003115712,-2.8830299999999998,1.7130299999999998,-4.032045,2.8620449999999997,-5.1810599999999996,4.01106,Subgroup,2,0.9850632730056111,False,True,0.09261046467231479,0.007389535327685219,-0.014860850549542429,0.0146388780819795,0.0,Higher than peer-implied value,0.07933970335803203,-0.007313238767787153,0.19253416811241675,-0.1072369422078891,0.2924578715525187,-0.06726746083184834,0.25248839017647795,0.5961628003115712,In-family,forward_transition,,,-0.48539651327224576,,,0.3569908594852841,-0.10500000000000007,-0.7995693166182732,0.6945693166182731,-0.6945693166182731,very strong,6.548462317131822,0.10606601717798222,0.8487214158376295,current-month,0.6438229828916052,26,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=2; peer model untrusted; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.11; transition mean=-0.80; transition delta=+0.69; transition magnitude delta=-0.69; transition degree=very strong; transition degree score=6.55; component current-month sd=0.11; component historical month sd=0.85; transition degree scale source=current-month; actual-to-date z=-0.49; mark z=0.36; transition z=0.64; pattern years=26
NGPL-TXOK East,Global_G01,Global_G01_S03,-0.3202,-0.40000000000000013,0.07980000000000015,Higher than own-history expected value,-0.40000000000000013,0.1408470000000006,0.1408470000000006,0.5665722379603385,0.5665722379603385,-0.6816940000000014,-0.11830599999999891,-0.822541000000002,0.0225410000000017,-0.9633880000000026,0.1633880000000023,Parent,33,0.92045940946788,True,True,-0.32407444750431735,0.003874447504317307,0.13759589283778464,0.12665143426667294,0.13201029193630645,Higher than peer-implied value,0.05037013498144843,-0.3897011838128406,-0.2584477111957941,-0.45532792012136386,-0.19282097488727085,-0.4290772255979546,-0.21907166941068013,0.5817480709074121,In-family,forward_transition,,,-0.03930024783488341,,,-0.1072144935559703,-0.06774999999999992,-0.04832648003679973,-0.019423519963200193,0.019423519963200193,,,0.08478444236218498,0.16639297535026318,current-month,-0.12812875152790784,26,in-line transition,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; parent peers=33; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.07; transition mean=-0.05; transition delta=-0.02; transition magnitude delta=+0.02; component current-month sd=0.08; component historical month sd=0.17; transition degree scale source=current-month; actual-to-date z=-0.04; mark z=-0.11; transition z=-0.13; pattern years=26
EP-Plains Pool,Global_OUTLIER,Global_OUTLIER_S01,-0.788,-1.4049999999999998,0.6169999999999998,Higher than own-history expected value,-1.4049999999999998,1.1156564999999998,1.1156564999999998,0.5530376061090487,0.5530376061090487,-3.6363129999999995,0.8263129999999999,-4.7519694999999995,1.9419694999999995,-5.867626,3.0576259999999995,OwnHistoryOnly,0,,False,False,,,,,0.0,,,,,,,,,0.5530376061090487,In-family,forward_transition,,,0.40402627357720805,,,0.5886124306037497,-0.15034999999999998,-0.6449904941193104,0.49464049411931044,-0.49464049411931044,very strong,15.26864802870099,0.032395827920685454,0.8183259480340803,current-month,0.4249585358262447,10,very strong weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; pattern=very strong weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.15; transition mean=-0.64; transition delta=+0.49; transition magnitude delta=-0.49; transition degree=very strong; transition degree score=15.27; component current-month sd=0.03; component historical month sd=0.82; transition degree scale source=current-month; actual-to-date z=0.40; mark z=0.59; transition z=0.42; pattern years=10
KRGT-Rec Pool,Global_G02,Global_G02_S03,-0.4175,-0.9100000000000001,0.49250000000000016,Higher than own-history expected value,-0.9100000000000001,0.9229185000000003,0.9229185000000003,0.5336332514734508,0.5336332514734508,-2.7558370000000005,0.9358370000000005,-3.678755500000001,1.858755500000001,-4.601674000000001,2.781674000000001,Parent,13,0.9949751959187156,True,False,-0.41618655887062955,-0.001313441129370488,-0.11133188564032988,0.11077246472698726,0.11105182292552618,Lower than peer-implied value,0.051077210809153166,-0.48019408754988824,-0.35217903019137087,-0.544201616229147,-0.2881715015121121,-0.5185986047574435,-0.31377451298381565,0.5450660092623733,In-family,forward_transition,,,-0.08026109989088427,,,-0.20592586330983353,-0.2875000000000001,-0.24158452140020842,-0.04591547859979167,0.04591547859979167,slight,0.36792002834446974,0.12479744254858212,0.9062739950354082,current-month,-0.06805488138309096,26,slight stronger than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Lower than peer-implied value; parent peers=13; peer model trusted; history/peer direction disagree; pattern=slight stronger than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.29; transition mean=-0.24; transition delta=-0.05; transition magnitude delta=+0.05; transition degree=slight; transition degree score=0.37; component current-month sd=0.12; component historical month sd=0.91; transition degree scale source=current-month; actual-to-date z=-0.08; mark z=-0.21; transition z=-0.07; pattern years=26
EP-SJ Bondad Stn,Global_G02,Global_G02_S02,-0.47,-0.9950000000000001,0.5250000000000001,Higher than own-history expected value,-0.9950000000000001,0.9643571699999999,0.9643571699999999,0.5444041028906336,0.5444041028906336,-2.92371434,0.9337143399999996,-3.8880715099999996,1.8980715099999994,-4.852428679999999,2.8624286799999994,Subgroup,2,0.9986711846144956,False,True,-0.4849953237639497,0.014995323763949776,0.4045682925657619,0.40403069599411323,0.0,Higher than peer-implied value,0.02779586125517985,-0.5197632580949945,-0.45022738943290497,-0.5545311924260392,-0.4154594551018602,-0.5406240186936213,-0.4293666288342781,0.5444041028906336,In-family,forward_transition,,,-0.0507483684433171,,,0.06176703088692301,-0.21294999999999997,-0.25278023065730165,0.03983023065730168,-0.03983023065730168,slight,0.2555657348490942,0.15585121644269148,0.4981067064821021,current-month,0.08812264657054408,26,slight weaker than history,Below trust-gated watch / outlier / strong-outlier thresholds,history=Higher than own-history expected value; peers=Higher than peer-implied value; subgroup peers=2; peer model untrusted; pattern=slight weaker than history; historical check type=forward_transition; current month name=August; mark month name=September; current transition=-0.21; transition mean=-0.25; transition delta=+0.04; transition magnitude delta=-0.04; transition degree=slight; transition degree score=0.26; component current-month sd=0.16; component historical month sd=0.50; transition degree scale source=current-month; actual-to-date z=-0.05; mark z=0.06; transition z=0.09; pattern years=26
