Component,Parent_Group_Label,Parent_Group_Number,Parent_Group_Type,Subgroup_Label,Subgroup_Number,Subgroup_Type,REGION,PriceRegionLabel,Tree_Depth,Tree_Level_1,Tree_Level_2,Tree_Level_3,Scope,Season,Fin Basis Name,Platts Market,Platt Market w/ ICE in the name,Platts Forward Settle,GasDaily,ICE Market,Hist_Count,Hist_Mean,Hist_SD,Hist_Daily_Change_SD,Hist_Median,Hist_Robust_SD,Hist_Min,Hist_Max,History_Last_Date,History_Last_Basis,Final Mark,Mark_Basis,Hist_Effective_Scale,Own_History_Expected_Value,Own_History_Delta,Forward_Z,Forward_Robust_Z,Forward_Abs_Z,Has_Forward_Final_Mark,HistCal_Check_Type,HistCal_Window_Label,HistCal_Actual_Label,HistCal_Current_Month,HistCal_Mark_Month,HistCal_CurrentMTD_Basis,HistCal_CurrentMTD_Z,HistCal_Mark_Mean,HistCal_Mark_Delta,HistCal_Mark_Z,HistCal_Transition,HistCal_Transition_Mean,HistCal_Transition_Delta,HistCal_Transition_Magnitude_Delta,HistCal_Transition_Z,HistCal_Sample_Years,HistCal_Pattern,HistCal_Transition_Degree,HistCal_Transition_Degree_Score,HistCal_Component_CurrentMonth_SD,HistCal_Component_HistoricalMonth_SD,HistCal_Transition_Degree_Scale_Source,Parent_Model_Label,Parent_Group_Size,Parent_Peers_With_Final_Mark,Parent_Selected_Peer_Count,Parent_Selected_Peers,Parent_Avg_Selected_Corr,Parent_Min_Selected_Corr,Parent_Max_Selected_Corr,Parent_Mean_Pair_Scale,Parent_Reliability,Parent_Peer_Implied_Final_Mark,Parent_Peer_Residual,Parent_Peer_Residual_Z,Subgroup_Model_Label,Subgroup_Group_Size,Subgroup_Peers_With_Final_Mark,Subgroup_Selected_Peer_Count,Subgroup_Selected_Peers,Subgroup_Avg_Selected_Corr,Subgroup_Min_Selected_Corr,Subgroup_Max_Selected_Corr,Subgroup_Mean_Pair_Scale,Subgroup_Reliability,Subgroup_Peer_Implied_Final_Mark,Subgroup_Peer_Residual,Subgroup_Peer_Residual_Z,Chosen_Group_Level,Chosen_Group_Label,Chosen_Group_Selected_Peer_Count,Chosen_Group_Selected_Peers,Chosen_Group_Reliability,Chosen_Group_Peer_Implied_Final_Mark,Chosen_Group_Peer_Residual,Chosen_Group_Mean_Pair_Scale,Chosen_Group_Peer_Residual_Z,Chosen_Group_Peer_Signal,Own_History_Direction,Chosen_Group_Peer_Direction,Chosen_Group_Peer_Trusted,Chosen_Group_Direction_Agree,Chosen_Group_Peer_Score_v2,Own_History_Range_Watch_Low,Own_History_Range_Watch_High,Own_History_Range_Outlier_Low,Own_History_Range_Outlier_High,Own_History_Range_Strong_Low,Own_History_Range_Strong_High,Chosen_Group_Peer_Watch_Threshold_Z,Chosen_Group_Peer_Outlier_Threshold_Z,Chosen_Group_Peer_Strong_Threshold_Z,Chosen_Group_Peer_Range_Watch_Low,Chosen_Group_Peer_Range_Watch_High,Chosen_Group_Peer_Range_Outlier_Low,Chosen_Group_Peer_Range_Outlier_High,Chosen_Group_Peer_Range_Strong_Low,Chosen_Group_Peer_Range_Strong_High,Overall_Combined_Score,Group_Outlier_Flag,Outlier_Reasons,Plot_Flag_Label,Plot_Flag_Short,Plot_Annotate,Plot_Label_Text,Plot_Flag_Priority
Transco-Z6 Sta-210,Global_G01,1,regular,Global_G01_S02,2,supergroup,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S02,Transco-Z6 Sta-210,GLOBAL,Autumn,,,ICE Transco zone 6 station 210 Pool FDt Com,,Transco-Z6 (non-NY north),Transco-Z6 Sta-210,63,-0.8062952380952381,0.24952378025439256,0.11834273371420327,-0.8392,0.28792091999999986,-1.2819,-0.2153999999999998,2026-09-03,-0.9986999999999999,,,0.28792091999999986,-0.8392,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9986999999999999,,,,,,,,,,9,,,,,,,Global_G01,21,3,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.9725821640091844,0.9213924540282457,0.9999029016233093,0.048015814542949155,0.9725821640091844,-1.2183022175346667,,,Global_G01 | Global_G01_S02,5,0,4,TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south),0.9929086536783409,0.9784783140299159,0.9999029016233093,0.019387715795688164,0.9929086536783409,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.4150418399999998,-0.26335816000000023,-1.7029627599999995,0.024562759999999573,-1.9908836799999994,0.3124836799999995,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Millennium East Pool,Global_G01,1,regular,Global_G01_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S03,Millennium East Pool,GLOBAL,Autumn,MILLENNIUM EAST POOL,Millennium East receipts FDt Com,,"Millennium, East receipts",,Millennium East Pool,63,-0.8742190476190476,0.23383052234411889,0.10734980042356071,-0.8899999999999999,0.214977,-1.325,-0.3700000000000001,2026-09-03,-1.0908,,,0.214977,-0.8899999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-1.0908,,,,,,,,,,13,,,,,,,Global_G01,21,3,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.9707796231009871,0.9293897241427368,0.9894698793099456,0.054351794968532555,0.9707796231009871,-1.2953429245818806,,,Global_G01 | Global_G01_S03,3,0,2,TGP-Z4 300L | TGP-Z4 Marcellus,0.9753101525823168,0.9745541325358151,0.9760661726288185,0.05930400000000021,0.9753101525823168,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.3199539999999998,-0.4600459999999999,-1.5349309999999998,-0.24506899999999987,-1.749908,-0.030091999999999897,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z4 300L,Global_G01,1,regular,Global_G01_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S03,TGP-Z4 300L,GLOBAL,Autumn,,Tennessee zone 4-300 leg FDt Com,,"Tennessee, zone 4-300 leg",,,62,-0.9372580645161289,0.255861895092112,0.10741224655681728,-0.9175000000000001,0.25574849999999966,-1.36,-0.3799999999999999,2026-09-02,-1.1849999999999998,,,0.25574849999999966,-0.9175000000000001,,,,,False,balmo_transition,September 4-30,September 3,September,September,-1.1849999999999998,,,,,,,,,,19,,,,,,,Global_G01,21,3,18,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.9612982444239518,0.9348793300829166,0.9796902420052309,0.06304576238989677,0.9612982444239518,-1.351297390034817,,,Global_G01 | Global_G01_S03,3,0,1,Millennium East Pool,0.9760661726288185,0.9760661726288185,0.9760661726288185,0.05930400000000005,0.9760661726288185,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.4289969999999994,-0.4060030000000008,-1.6847454999999991,-0.15025450000000118,-1.9404939999999988,0.10549399999999853,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
TGP-Z4 Marcellus,Global_G01,1,regular,Global_G01_S03,3,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S03,TGP-Z4 Marcellus,GLOBAL,Autumn,,Tennessee zone 4-300 leg FDt Com,,"Tennessee, zone 4-300 leg",,TGP-Z4 Marcellus,63,-0.9431873015873015,0.2581167099689243,0.10762129167594549,-0.925,0.2594549999999997,-1.36,-0.3799999999999999,2026-09-03,-1.3108,,,0.2594549999999997,-0.925,,,,,False,balmo_transition,September 4-30,September 3,September,September,-1.3108,,,,,,,,,,19,,,,,,,Global_G01,21,3,18,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.9602699963726796,0.9329070313464285,0.9799894006834494,0.06527249258034945,0.9602699963726796,-1.3521371219344989,,,Global_G01 | Global_G01_S03,3,0,1,Millennium East Pool,0.9745541325358151,0.9745541325358151,0.9745541325358151,0.05930400000000038,0.9745541325358151,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.4439099999999994,-0.4060900000000006,-1.7033649999999991,-0.14663500000000096,-1.962819999999999,0.11281999999999881,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Transco-165,Global_G01,1,regular,Global_G01_S04,4,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S04,Transco-165,GLOBAL,Autumn,,Transco Station 165 FDt Com,,"Transco, station 165",,Transco-165,63,-0.7839476190476191,0.2526313748662668,0.11370393179786249,-0.7949999999999999,0.2520419999999999,-1.295,-0.2250000000000001,2026-09-03,-0.9586999999999999,,,0.2520419999999999,-0.7949999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9586999999999999,,,,,,,,,,2,,,,,,,Global_G01,21,3,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.975728958545333,0.9389167130348166,0.9921685257087682,0.05193632636757788,0.975728958545333,-1.202004421331364,,,Global_G01 | Global_G01_S04,3,0,2,Transco-Z5 North | Transco-Z6 (NY),0.9876299035902463,0.9832276433656971,0.9920321638147954,0.03703195730361537,0.9876299035902463,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.2990839999999997,-0.2909160000000002,-1.5511259999999996,-0.0388740000000003,-1.8031679999999994,0.21316799999999958,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Transco-Z5 North,Global_G01,1,regular,Global_G01_S04,4,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S04,Transco-Z5 North,GLOBAL,Autumn,,Transco Zone 5 North FDt Com,,,,Transco-Z5 North,63,-0.7081079365079366,0.24991453719969522,0.12215851727221892,-0.6950000000000001,0.2446289999999997,-1.2049999999999998,-0.0950000000000002,2026-09-03,-0.9458,,,0.2446289999999997,-0.6950000000000001,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9458,,,,,,,,,,10,,,,,,,Global_G01,21,3,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.9724561856823071,0.9418200264448451,0.9920321638147953,0.05429937274673078,0.9724561856823071,-1.118838216239285,,,Global_G01 | Global_G01_S04,3,0,2,Transco-165 | Transco-Z6 (NY),0.9877773679638608,0.9835225721129263,0.9920321638147953,0.040723603374708775,0.9877773679638608,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.1842579999999994,-0.20574200000000065,-1.4288869999999991,0.038886999999999006,-1.673515999999999,0.28351599999999877,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Transco-Z6 (NY),Global_G01,1,regular,Global_G01_S04,4,regular,Northeast,Northeast - Demand,3,Global_G01,Global_G01_S04,Transco-Z6 (NY),GLOBAL,Autumn,TRANSCO-Z6 (NY),Transco Zn6 NY FDt Com,,"Transco, zone 6 N.Y.",,Transco-Z6 (NY),63,-0.7231269841269842,0.26110629970183336,0.13647647658876436,-0.7349999999999999,0.2668679999999999,-1.185,-0.03500000000000014,2026-09-03,-0.9169999999999998,,,0.2668679999999999,-0.7349999999999999,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9169999999999998,,,,,,,,,,26,,,,,,,Global_G01,21,3,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Eastern Gas-South | TETCO-M2 (receipt) | Rover (receipt),0.9622666990234781,0.9079442847454912,0.9911951667566293,0.06347656018457457,0.9622666990234781,-1.1538512259420077,,,Global_G01 | Global_G01_S04,3,0,2,Transco-165 | Transco-Z5 North,0.9833751077393118,0.9832276433656971,0.9835225721129264,0.048185055817099996,0.9833751077393118,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.2687359999999996,-0.2012640000000001,-1.5356039999999995,0.06560399999999977,-1.8024719999999994,0.33247199999999966,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Eastern Gas-South,Global_G01,1,regular,Global_G01_S05,5,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S05,Eastern Gas-South,GLOBAL,Autumn,Eastern Gas-South,Eastern Gas South FDt Com,,"Eastern Gas, Appalachia",,Eastern Gas-South,63,-0.8882079365079363,0.22242255216184675,0.09504720223706536,-0.8799999999999999,0.2520419999999999,-1.3,-0.3799999999999999,2026-09-03,-1.1120999999999999,-1.2799999999999998,Bid+Ask+Last,0.2520419999999999,-0.8799999999999999,-0.3999999999999999,-1.7614763416929695,-1.5870370811214007,1.5870370811214007,True,balmo_transition,September 4-30,September 3,September,September,-1.1120999999999999,-0.5234682992919967,-1.027901285831224,-0.25209871416877583,-0.5722242032458652,-0.16789999999999994,-0.13552300972194467,-0.03237699027805527,0.03237699027805527,-0.2439536601323977,26,mild stronger than history,mild,0.7793648648210068,0.04154278918577006,0.7866566075140028,current-month,Global_G01,21,2,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | TETCO-M2 (receipt) | Rover (receipt),0.9753044372761035,0.9438834059915557,0.9931214299920474,0.05272563449193058,0.9753044372761035,-1.3008826872641108,0.020882687264111067,0.5846029231517471,Global_G01 | Global_G01_S05,2,1,1,TETCO-M2 (receipt),0.99225831030814,0.99225831030814,0.99225831030814,0.029651999999999696,0.99225831030814,-1.307,0.027000000000000135,0.9105625252934174,Parent,Global_G01,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | TETCO-M2 (receipt) | Rover (receipt),0.9753044372761035,-1.3008826872641108,0.020882687264111067,0.05272563449193058,0.5846029231517471,0.5701658249944799,Lower than own-history expected value,Higher than peer-implied value,True,False,0.5773392485991234,-1.3840839999999996,-0.37591600000000014,-1.6361259999999995,-0.12387400000000026,-1.8881679999999994,0.12816799999999962,1.2657266169116523,2.5314532338233047,2.025162587058644,-1.3676189262341025,-1.2341464482941191,-1.434355165204094,-1.1674102093241276,-1.4076606696160974,-1.1941047049121243,1.688788709349792,In-family,history=Lower than own-history expected value; peers=Higher than peer-implied value; parent peers=19; peer model trusted; history/peer direction disagree; pattern=mild stronger than history; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-1.03; mark history delta=-0.25; current transition=-0.17; transition mean=-0.14; transition delta=-0.03; transition magnitude delta=+0.03; transition degree=mild; transition degree score=0.78; component current-month sd=0.04; component historical month sd=0.79; transition degree scale source=current-month; actual-to-date z=-0.52; mark z=-0.57; transition z=-0.24; pattern years=26,,,False,,0
TETCO-M2 (receipt),Global_G01,1,regular,Global_G01_S05,5,supergroup,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S05,TETCO-M2 (receipt),GLOBAL,Autumn,TETCO-M2 (RECEIPT),Texas Eastern zone M-2 receipts FDt Com,,"Texas Eastern, M-2 receipts",,TETCO-M2 (receipt),63,-0.8696253968253969,0.2344725762685636,0.1040079301780684,-0.845,0.2446289999999997,-1.29,-0.31000000000000005,2026-09-03,-1.0963999999999998,-1.2919999999999998,Bid+Ask+Last,0.2446289999999997,-0.845,-0.44699999999999984,-1.8013816792408908,-1.8272567847638685,1.8272567847638685,True,balmo_transition,September 4-30,September 3,September,September,-1.0963999999999998,-0.40470747662792705,-1.1203719777021133,-0.17162802229788654,-0.4746567771938901,-0.1956,-0.17675421193619992,-0.01884578806380008,0.01884578806380008,-0.11678920239365924,13,in-line transition,,,0.03409770275741948,0.6015884839138581,current-month,Global_G01,21,2,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | Rover (receipt),0.9760525402162591,0.9495735591019249,0.99225831030814,0.052055356315191745,0.9760525402162591,-1.2696455869602183,-0.022354413039781404,-0.5614901607490457,Global_G01 | Global_G01_S05,2,1,1,Eastern Gas-South,0.99225831030814,0.99225831030814,0.99225831030814,0.029651999999999696,0.99225831030814,-1.2649999999999997,-0.027000000000000135,-0.9105625252934174,Parent,Global_G01,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | Rover (receipt),0.9760525402162591,-1.2696455869602183,-0.022354413039781404,0.052055356315191745,-0.5614901607490457,0.5480438977055417,Lower than own-history expected value,Lower than peer-implied value,True,True,0.5547262894619455,-1.3342579999999993,-0.35574200000000056,-1.578886999999999,-0.1111130000000009,-1.8235159999999988,0.13351599999999886,1.2652414610042657,2.5304829220085314,2.024386337606825,-1.3355081820375492,-1.2037829918828875,-1.40137077711488,-1.1379203968055567,-1.3750257390839478,-1.164265434836489,1.9096043081449645,In-family,history=Lower than own-history expected value; peers=Lower than peer-implied value; parent peers=19; peer model trusted; history/peer direction agree; pattern=in-line transition; historical check type=balmo_transition; historical window=September 4-30; actual point=September 3; current month name=September; mark month name=September; mark history mean=-1.12; mark history delta=-0.17; current transition=-0.20; transition mean=-0.18; transition delta=-0.02; transition magnitude delta=+0.02; component current-month sd=0.03; component historical month sd=0.60; transition degree scale source=current-month; actual-to-date z=-0.40; mark z=-0.47; transition z=-0.12; pattern years=13,,,False,,0
REX-Z3 (receipt) ,Global_G01,1,regular,Global_G01_S06,6,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S06,REX-Z3 (receipt) ,GLOBAL,Autumn,,,ICE REX zone 3 receipts FDt Com,,TETCO-M2 (receipt),REX-Z3 (receipt) ,63,-0.8746904761904762,0.6353752045468845,0.31671361898246314,-0.7539000000000002,0.3273580800000008,-3.13,-0.2833999999999999,2026-09-03,-0.9954999999999998,,,0.3273580800000008,-0.7539000000000002,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.9954999999999998,,,,,,,,,,7,,,,,,,Global_G01,21,3,0,,,,,,,,,,Global_G01 | Global_G01_S06,2,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.4086161600000018,-0.09918383999999869,-1.7359742400000027,0.22817424000000208,-2.0633323200000033,0.5555323200000029,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Rover (receipt),Global_G01,1,regular,Global_G01_S06,6,regular,Northeast,Northeast - Appalachia,3,Global_G01,Global_G01_S06,Rover (receipt),GLOBAL,Autumn,,,ICE Rover receipts FDt Com,,TETCO-M2 (receipt),Rover (receipt),63,-0.8138015873015871,0.2509531896281388,0.10350650192766106,-0.7472999999999996,0.2557484999999998,-1.2596,-0.30909999999999993,2026-09-03,-1.1096,,,0.2557484999999998,-0.7472999999999996,,,,,False,balmo_transition,September 4-30,September 3,September,September,-1.1096,,,,,,,,,,6,,,,,,,Global_G01,21,3,19,Eastern Gas-North | Leidy-Transco | Millennium-Ramapo | TCO | TGP-Z4 Sta-219 | TGP-Z4 Sta-313 | TETCO-M3 | TGP-Mahwah | Transco-Z6 (non-NY north) | Transco-Z6 (non-NY south) | Transco-Z6 Sta-210 | Millennium East Pool | TGP-Z4 300L | TGP-Z4 Marcellus | Transco-165 | Transco-Z5 North | Transco-Z6 (NY) | Eastern Gas-South | TETCO-M2 (receipt),0.9411506707922123,0.9255548727312172,0.9632479717990032,0.07468176778962396,0.9411506707922123,-1.2523895164695928,,,Global_G01 | Global_G01_S06,2,0,0,,,,,,,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-1.2587969999999993,-0.23580299999999998,-1.5145454999999992,0.01994549999999984,-1.770293999999999,0.27569399999999966,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
Lebanon,Global_G02,2,regular,Global_G02_S01,1,regular,Northeast,Northeast - Appalachia,3,Global_G02,Global_G02_S01,Lebanon,GLOBAL,Autumn,,Lebanon Hub-Ohio FDt Com,,Lebanon Hub,,Lebanon,63,-0.32637301587301576,0.12155998679312569,0.06398267722745757,-0.29499999999999993,0.1186080000000001,-0.6399999999999997,-0.15500000000000025,2026-09-03,-0.21150000000000002,,,0.1186080000000001,-0.29499999999999993,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.21150000000000002,,,,,,,,,,18,,,,,,,Global_G02,13,2,12,REX E-ANR | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Consumers | Michcon | Union-Dawn,0.9257355190321125,0.5418909268669282,0.985231145190822,0.030842198240440055,0.9257355190321125,-0.39060183034985535,,,Global_G02 | Global_G02_S01,4,0,3,REX E-ANR | REX E-MidW | Trunkline-Z1A,0.981830703354681,0.9766251859197095,0.985231145190822,0.02224334125885002,0.981830703354681,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.5322160000000001,-0.057783999999999724,-0.6508240000000003,0.06082400000000038,-0.7694320000000003,0.17943200000000048,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
REX E-ANR,Global_G02,2,regular,Global_G02_S01,1,regular,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S01,REX E-ANR,GLOBAL,Autumn,,,ICE REX (East) delivered into ANR FDt Com,,REX-Z3 Del Pool,REX E-ANR,62,-0.32556774193548393,0.12489538281008059,0.06511883827557628,-0.30479999999999974,0.10348548000000012,-0.645,-0.15169999999999995,2026-09-03,-0.2357999999999998,,,0.10348548000000012,-0.30479999999999974,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.2357999999999998,,,,,,,,,,11,,,,,,,Global_G02,13,2,12,Lebanon | REX E-MidW | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Consumers | Michcon | Union-Dawn,0.9406144228962842,0.6222895117253139,0.9947039971729771,0.029498198081487927,0.9406144228962842,-0.39006191589023204,,,Global_G02 | Global_G02_S01,4,0,3,Lebanon | REX E-MidW | Trunkline-Z1A,0.9805495626242946,0.9617135455090846,0.9947039971729771,0.024331319381054935,0.9805495626242946,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.51177096,-0.0978290399999995,-0.61525644,0.0056564400000005954,-0.7187419200000003,0.10914192000000073,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
REX E-MidW,Global_G02,2,regular,Global_G02_S01,1,regular,Midwest,Midwest - Chicago,3,Global_G02,Global_G02_S01,REX E-MidW,GLOBAL,Autumn,,,ICE REX (East) delivered into Midwestern Gas FDt Com,,REX-Z3 Del Pool,REX E-MidW,63,-0.2970619047619047,0.12072775081011076,0.06395542151609122,-0.27239999999999975,0.11238108000000013,-0.5886,-0.12170000000000014,2026-09-03,-0.21389999999999976,,,0.11238108000000013,-0.27239999999999975,,,,,False,balmo_transition,September 4-30,September 3,September,September,-0.21389999999999976,,,,,,,,,,12,,,,,,,Global_G02,13,2,12,Lebanon | REX E-ANR | Trunkline-Z1A | NBPL-Ventura | NNG-Demarc | NNG-Ventura | Rover-ANR | Rover-PEPL | APC-ACE | Consumers | Michcon | Union-Dawn,0.9349739142072492,0.6080775906975554,0.9947039971729771,0.03039827960468255,0.9349739142072492,-0.3589551284571176,,,Global_G02 | Global_G02_S01,4,0,3,Lebanon | REX E-ANR | Trunkline-Z1A,0.9784837483107789,0.9571114688058482,0.9947039971729771,0.02099694920972969,0.9784837483107789,,,,OwnHistoryOnly,,0,,,,,,,,,,False,False,0.0,-0.49716216,-0.04763783999999949,-0.6095432400000002,0.06474324000000065,-0.7219243200000003,0.17712432000000078,,,,,,,,,,0.0,No forward mark,No forward mark,,,False,,-1
